Type_of_Event,Year_of_Death,Residence_or_Place_of_Death,County_of_Residence,Age,Veteran_Status,Total_Deaths,Last_Data_Refresh
Death,2019,Place of Residence,Modoc,60 - 64 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Modoc,60 - 64 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Modoc,65 - 69 years,No,<11,06/10/2021
Death,2019,Place of Residence,Modoc,65 - 69 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Modoc,65 - 69 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Modoc,70 - 74 years,No,<11,06/10/2021
Death,2019,Place of Residence,Modoc,70 - 74 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Modoc,70 - 74 years,Yes,11,06/10/2021
Death,2019,Place of Residence,Modoc,75 - 79 years,No,<11,06/10/2021
Death,2019,Place of Residence,Modoc,75 - 79 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Modoc,75 - 79 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Modoc,80 - 84 years,No,<11,06/10/2021
Death,2019,Place of Residence,Modoc,80 - 84 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Modoc,80 - 84 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Modoc,85 - 89 years,No,<11,06/10/2021
Death,2019,Place of Residence,Modoc,85 - 89 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Modoc,85 - 89 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Modoc,90 - 94 years,No,<11,06/10/2021
Death,2019,Place of Residence,Modoc,90 - 94 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Modoc,90 - 94 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Modoc,95 - 99 years,No,<11,06/10/2021
Death,2019,Place of Residence,Modoc,95 - 99 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Modoc,95 - 99 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Modoc,100 years and over,No,<11,06/10/2021
Death,2019,Place of Residence,Modoc,100 years and over,Unknown,0,06/10/2021
Death,2019,Place of Residence,Modoc,100 years and over,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,Less than 1 year,No,0,06/10/2021
Death,2019,Place of Residence,Mono,Less than 1 year,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,Less than 1 year,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,1 - 4 years,No,0,06/10/2021
Death,2019,Place of Residence,Mono,1 - 4 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,1 - 4 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,5 - 9 years,No,0,06/10/2021
Death,2019,Place of Residence,Mono,5 - 9 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,5 - 9 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,10 - 14 years,No,0,06/10/2021
Death,2019,Place of Residence,Mono,10 - 14 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,10 - 14 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,15 - 19 years,No,0,06/10/2021
Death,2019,Place of Residence,Mono,15 - 19 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,15 - 19 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,20 - 24 years,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,20 - 24 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,20 - 24 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,25 - 29 years,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,25 - 29 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,25 - 29 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,30 - 34 years,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,30 - 34 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,30 - 34 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,35 - 39 years,No,0,06/10/2021
Death,2019,Place of Residence,Mono,35 - 39 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,35 - 39 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,40 - 44 years,No,0,06/10/2021
Death,2019,Place of Residence,Mono,40 - 44 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,40 - 44 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,45 - 49 years,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,45 - 49 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,45 - 49 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,50 - 54 years,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,50 - 54 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,50 - 54 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,55 - 59 years,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,55 - 59 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,55 - 59 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,60 - 64 years,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,60 - 64 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,60 - 64 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Mono,65 - 69 years,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,65 - 69 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,65 - 69 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Mono,70 - 74 years,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,70 - 74 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,70 - 74 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Mono,75 - 79 years,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,75 - 79 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,75 - 79 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Mono,80 - 84 years,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,80 - 84 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,80 - 84 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Mono,85 - 89 years,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,85 - 89 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,85 - 89 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,90 - 94 years,No,0,06/10/2021
Death,2019,Place of Residence,Mono,90 - 94 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,90 - 94 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Mono,95 - 99 years,No,0,06/10/2021
Death,2019,Place of Residence,Mono,95 - 99 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,95 - 99 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Mono,100 years and over,No,<11,06/10/2021
Death,2019,Place of Residence,Mono,100 years and over,Unknown,0,06/10/2021
Death,2019,Place of Residence,Mono,100 years and over,Yes,0,06/10/2021
Death,2019,Place of Residence,Monterey,Less than 1 year,No,24,06/10/2021
Death,2019,Place of Residence,Monterey,Less than 1 year,Unknown,0,06/10/2021
Death,2019,Place of Residence,Monterey,Less than 1 year,Yes,0,06/10/2021
Death,2019,Place of Residence,Monterey,1 - 4 years,No,<11,06/10/2021
Death,2019,Place of Residence,Monterey,1 - 4 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Monterey,1 - 4 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Monterey,5 - 9 years,No,<11,06/10/2021
Death,2019,Place of Residence,Monterey,5 - 9 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Monterey,5 - 9 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Monterey,10 - 14 years,No,<11,06/10/2021
Death,2019,Place of Residence,Monterey,10 - 14 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Monterey,10 - 14 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Monterey,15 - 19 years,No,13,06/10/2021
Death,2019,Place of Residence,Monterey,15 - 19 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Monterey,15 - 19 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Monterey,20 - 24 years,No,19,06/10/2021
Death,2019,Place of Residence,Monterey,20 - 24 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Monterey,20 - 24 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Monterey,25 - 29 years,No,27,06/10/2021
Death,2019,Place of Residence,Monterey,25 - 29 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Monterey,25 - 29 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Monterey,30 - 34 years,No,28,06/10/2021
Death,2019,Place of Residence,Monterey,30 - 34 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Monterey,30 - 34 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Monterey,35 - 39 years,No,27,06/10/2021
Death,2019,Place of Residence,Monterey,35 - 39 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Monterey,35 - 39 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Monterey,40 - 44 years,No,39,06/10/2021
Death,2019,Place of Residence,Monterey,40 - 44 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Monterey,40 - 44 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Monterey,45 - 49 years,No,61,06/10/2021
Death,2019,Place of Residence,Monterey,45 - 49 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Monterey,45 - 49 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Monterey,50 - 54 years,No,68,06/10/2021
Death,2019,Place of Residence,Monterey,50 - 54 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Monterey,50 - 54 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Monterey,55 - 59 years,No,119,06/10/2021
Death,2019,Place of Residence,Monterey,55 - 59 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Monterey,55 - 59 years,Yes,11,06/10/2021
Death,2019,Place of Residence,Monterey,60 - 64 years,No,152,06/10/2021
Death,2019,Place of Residence,Monterey,60 - 64 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Monterey,60 - 64 years,Yes,19,06/10/2021
Death,2019,Place of Residence,Monterey,65 - 69 years,No,176,06/10/2021
Death,2019,Place of Residence,Monterey,65 - 69 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Monterey,65 - 69 years,Yes,32,06/10/2021
Death,2019,Place of Residence,Monterey,70 - 74 years,No,181,06/10/2021
Death,2019,Place of Residence,Monterey,70 - 74 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Monterey,70 - 74 years,Yes,59,06/10/2021
Death,2019,Place of Residence,Monterey,75 - 79 years,No,184,06/10/2021
Death,2019,Place of Residence,Monterey,75 - 79 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Monterey,75 - 79 years,Yes,65,06/10/2021
Death,2019,Place of Residence,Monterey,80 - 84 years,No,235,06/10/2021
Death,2019,Place of Residence,Monterey,80 - 84 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Monterey,80 - 84 years,Yes,66,06/10/2021
Death,2019,Place of Residence,Monterey,85 - 89 years,No,282,06/10/2021
Death,2019,Place of Residence,Monterey,85 - 89 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Monterey,85 - 89 years,Yes,118,06/10/2021
Death,2019,Place of Residence,Monterey,90 - 94 years,No,235,06/10/2021
Death,2019,Place of Residence,Monterey,90 - 94 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Monterey,90 - 94 years,Yes,90,06/10/2021
Death,2019,Place of Residence,Monterey,95 - 99 years,No,139,06/10/2021
Death,2019,Place of Residence,Monterey,95 - 99 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Monterey,95 - 99 years,Yes,36,06/10/2021
Death,2019,Place of Residence,Monterey,100 years and over,No,24,06/10/2021
Death,2019,Place of Residence,Monterey,100 years and over,Unknown,0,06/10/2021
Death,2019,Place of Residence,Monterey,100 years and over,Yes,<11,06/10/2021
Death,2019,Place of Residence,Napa,Less than 1 year,No,<11,06/10/2021
Death,2019,Place of Residence,Napa,Less than 1 year,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,Less than 1 year,Yes,0,06/10/2021
Death,2019,Place of Residence,Napa,1 - 4 years,No,0,06/10/2021
Death,2019,Place of Residence,Napa,1 - 4 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,1 - 4 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Napa,5 - 9 years,No,<11,06/10/2021
Death,2019,Place of Residence,Napa,5 - 9 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,5 - 9 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Napa,10 - 14 years,No,0,06/10/2021
Death,2019,Place of Residence,Napa,10 - 14 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,10 - 14 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Napa,15 - 19 years,No,<11,06/10/2021
Death,2019,Place of Residence,Napa,15 - 19 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,15 - 19 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Napa,20 - 24 years,No,<11,06/10/2021
Death,2019,Place of Residence,Napa,20 - 24 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,20 - 24 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Napa,25 - 29 years,No,<11,06/10/2021
Death,2019,Place of Residence,Napa,25 - 29 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,25 - 29 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Napa,30 - 34 years,No,<11,06/10/2021
Death,2019,Place of Residence,Napa,30 - 34 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,30 - 34 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Napa,35 - 39 years,No,11,06/10/2021
Death,2019,Place of Residence,Napa,35 - 39 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,35 - 39 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Napa,40 - 44 years,No,<11,06/10/2021
Death,2019,Place of Residence,Napa,40 - 44 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,40 - 44 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Napa,45 - 49 years,No,19,06/10/2021
Death,2019,Place of Residence,Napa,45 - 49 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,45 - 49 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Napa,50 - 54 years,No,31,06/10/2021
Death,2019,Place of Residence,Napa,50 - 54 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,50 - 54 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Napa,55 - 59 years,No,33,06/10/2021
Death,2019,Place of Residence,Napa,55 - 59 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,55 - 59 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Napa,60 - 64 years,No,71,06/10/2021
Death,2019,Place of Residence,Napa,60 - 64 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,60 - 64 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Napa,65 - 69 years,No,67,06/10/2021
Death,2019,Place of Residence,Napa,65 - 69 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Napa,65 - 69 years,Yes,21,06/10/2021
Death,2019,Place of Residence,Napa,70 - 74 years,No,83,06/10/2021
Death,2019,Place of Residence,Napa,70 - 74 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,70 - 74 years,Yes,31,06/10/2021
Death,2019,Place of Residence,Napa,75 - 79 years,No,108,06/10/2021
Death,2019,Place of Residence,Napa,75 - 79 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,75 - 79 years,Yes,44,06/10/2021
Death,2019,Place of Residence,Napa,80 - 84 years,No,128,06/10/2021
Death,2019,Place of Residence,Napa,80 - 84 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Napa,80 - 84 years,Yes,62,06/10/2021
Death,2019,Place of Residence,Napa,85 - 89 years,No,124,06/10/2021
Death,2019,Place of Residence,Napa,85 - 89 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Napa,85 - 89 years,Yes,65,06/10/2021
Death,2019,Place of Residence,Napa,90 - 94 years,No,123,06/10/2021
Death,2019,Place of Residence,Napa,90 - 94 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,90 - 94 years,Yes,64,06/10/2021
Death,2019,Place of Residence,Napa,95 - 99 years,No,53,06/10/2021
Death,2019,Place of Residence,Napa,95 - 99 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Napa,95 - 99 years,Yes,38,06/10/2021
Death,2019,Place of Residence,Napa,100 years and over,No,15,06/10/2021
Death,2019,Place of Residence,Napa,100 years and over,Unknown,0,06/10/2021
Death,2019,Place of Residence,Napa,100 years and over,Yes,<11,06/10/2021
Death,2019,Place of Residence,Nevada,Less than 1 year,No,<11,06/10/2021
Death,2019,Place of Residence,Nevada,Less than 1 year,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,Less than 1 year,Yes,0,06/10/2021
Death,2019,Place of Residence,Nevada,1 - 4 years,No,<11,06/10/2021
Death,2019,Place of Residence,Nevada,1 - 4 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,1 - 4 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Nevada,5 - 9 years,No,0,06/10/2021
Death,2019,Place of Residence,Nevada,5 - 9 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,5 - 9 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Nevada,10 - 14 years,No,<11,06/10/2021
Death,2019,Place of Residence,Nevada,10 - 14 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,10 - 14 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Nevada,15 - 19 years,No,<11,06/10/2021
Death,2019,Place of Residence,Nevada,15 - 19 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,15 - 19 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Nevada,20 - 24 years,No,<11,06/10/2021
Death,2019,Place of Residence,Nevada,20 - 24 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,20 - 24 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Nevada,25 - 29 years,No,<11,06/10/2021
Death,2019,Place of Residence,Nevada,25 - 29 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,25 - 29 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Nevada,30 - 34 years,No,<11,06/10/2021
Death,2019,Place of Residence,Nevada,30 - 34 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,30 - 34 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Nevada,35 - 39 years,No,<11,06/10/2021
Death,2019,Place of Residence,Nevada,35 - 39 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,35 - 39 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Nevada,40 - 44 years,No,14,06/10/2021
Death,2019,Place of Residence,Nevada,40 - 44 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,40 - 44 years,Yes,0,06/10/2021
Death,2019,Place of Residence,Nevada,45 - 49 years,No,14,06/10/2021
Death,2019,Place of Residence,Nevada,45 - 49 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,45 - 49 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Nevada,50 - 54 years,No,22,06/10/2021
Death,2019,Place of Residence,Nevada,50 - 54 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,50 - 54 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Nevada,55 - 59 years,No,39,06/10/2021
Death,2019,Place of Residence,Nevada,55 - 59 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Nevada,55 - 59 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Nevada,60 - 64 years,No,64,06/10/2021
Death,2019,Place of Residence,Nevada,60 - 64 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Nevada,60 - 64 years,Yes,<11,06/10/2021
Death,2019,Place of Residence,Nevada,65 - 69 years,No,68,06/10/2021
Death,2019,Place of Residence,Nevada,65 - 69 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Nevada,65 - 69 years,Yes,13,06/10/2021
Death,2019,Place of Residence,Nevada,70 - 74 years,No,82,06/10/2021
Death,2019,Place of Residence,Nevada,70 - 74 years,Unknown,<11,06/10/2021
Death,2019,Place of Residence,Nevada,70 - 74 years,Yes,27,06/10/2021
Death,2019,Place of Residence,Nevada,75 - 79 years,No,70,06/10/2021
Death,2019,Place of Residence,Nevada,75 - 79 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,75 - 79 years,Yes,33,06/10/2021
Death,2019,Place of Residence,Nevada,80 - 84 years,No,82,06/10/2021
Death,2019,Place of Residence,Nevada,80 - 84 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,80 - 84 years,Yes,45,06/10/2021
Death,2019,Place of Residence,Nevada,85 - 89 years,No,89,06/10/2021
Death,2019,Place of Residence,Nevada,85 - 89 years,Unknown,0,06/10/2021
Death,2019,Place of Residence,Nevada,85 - 89 years,Yes,43,06/10/2021
Death,2019,Place of Residence,Nevada,90 - 94 years,No,94,06/10/2021
Death,2019,Place of Residence,Nevada,90 - 94 years,Unknown,0,06/10/2021
