Year_of_Death,County_of_Residence,Age,Education_Level,Total_Deaths_Education
2019,Plumas,65 - 69 years,Bachelor's Degree,10
2019,Plumas,65 - 69 years,Graduate Degree,10
2019,Plumas,65 - 69 years,Unknown,0
2019,Plumas,70 - 74 years,Less than High School,10
2019,Plumas,70 - 74 years,High School Graduate or GED Completed,10
2019,Plumas,70 - 74 years,"Some College Credit, No 4-Year Degree",10
2019,Plumas,70 - 74 years,Bachelor's Degree,10
2019,Plumas,70 - 74 years,Graduate Degree,10
2019,Plumas,70 - 74 years,Unknown,0
2019,Plumas,75 - 79 years,Less than High School,10
2019,Plumas,75 - 79 years,High School Graduate or GED Completed,11
2019,Plumas,75 - 79 years,"Some College Credit, No 4-Year Degree",10
2019,Plumas,75 - 79 years,Bachelor's Degree,10
2019,Plumas,75 - 79 years,Graduate Degree,10
2019,Plumas,75 - 79 years,Unknown,0
2019,Plumas,80 - 84 years,Less than High School,10
2019,Plumas,80 - 84 years,High School Graduate or GED Completed,14
2019,Plumas,80 - 84 years,"Some College Credit, No 4-Year Degree",10
2019,Plumas,80 - 84 years,Bachelor's Degree,10
2019,Plumas,80 - 84 years,Graduate Degree,0
2019,Plumas,80 - 84 years,Unknown,0
2019,Plumas,85 - 89 years,Less than High School,10
2019,Plumas,85 - 89 years,High School Graduate or GED Completed,15
2019,Plumas,85 - 89 years,"Some College Credit, No 4-Year Degree",10
2019,Plumas,85 - 89 years,Bachelor's Degree,10
2019,Plumas,85 - 89 years,Graduate Degree,10
2019,Plumas,85 - 89 years,Unknown,0
2019,Plumas,90 - 94 years,Less than High School,10
2019,Plumas,90 - 94 years,High School Graduate or GED Completed,10
2019,Plumas,90 - 94 years,"Some College Credit, No 4-Year Degree",10
2019,Plumas,90 - 94 years,Bachelor's Degree,10
2019,Plumas,90 - 94 years,Graduate Degree,10
2019,Plumas,90 - 94 years,Unknown,0
2019,Plumas,95 - 99 years,Less than High School,0
2019,Plumas,95 - 99 years,High School Graduate or GED Completed,10
2019,Plumas,95 - 99 years,"Some College Credit, No 4-Year Degree",10
2019,Plumas,95 - 99 years,Bachelor's Degree,0
2019,Plumas,95 - 99 years,Graduate Degree,10
2019,Plumas,95 - 99 years,Unknown,0
2019,Plumas,100 years and over,Less than High School,0
2019,Plumas,100 years and over,High School Graduate or GED Completed,10
2019,Plumas,100 years and over,"Some College Credit, No 4-Year Degree",0
2019,Plumas,100 years and over,Bachelor's Degree,0
2019,Plumas,100 years and over,Graduate Degree,0
2019,Plumas,100 years and over,Unknown,0
2019,Riverside,Less than 1 year,Less than High School,130
2019,Riverside,Less than 1 year,High School Graduate or GED Completed,0
2019,Riverside,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2019,Riverside,Less than 1 year,Bachelor's Degree,0
2019,Riverside,Less than 1 year,Graduate Degree,0
2019,Riverside,Less than 1 year,Unknown,0
2019,Riverside,1 - 4 years,Less than High School,26
2019,Riverside,1 - 4 years,High School Graduate or GED Completed,0
2019,Riverside,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2019,Riverside,1 - 4 years,Bachelor's Degree,0
2019,Riverside,1 - 4 years,Graduate Degree,0
2019,Riverside,1 - 4 years,Unknown,0
2019,Riverside,5 - 9 years,Less than High School,12
2019,Riverside,5 - 9 years,High School Graduate or GED Completed,0
2019,Riverside,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2019,Riverside,5 - 9 years,Bachelor's Degree,0
2019,Riverside,5 - 9 years,Graduate Degree,0
2019,Riverside,5 - 9 years,Unknown,0
2019,Riverside,10 - 14 years,Less than High School,30
2019,Riverside,10 - 14 years,High School Graduate or GED Completed,0
2019,Riverside,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2019,Riverside,10 - 14 years,Bachelor's Degree,0
2019,Riverside,10 - 14 years,Graduate Degree,0
2019,Riverside,10 - 14 years,Unknown,0
2019,Riverside,15 - 19 years,Less than High School,40
2019,Riverside,15 - 19 years,High School Graduate or GED Completed,19
2019,Riverside,15 - 19 years,"Some College Credit, No 4-Year Degree",10
2019,Riverside,15 - 19 years,Bachelor's Degree,0
2019,Riverside,15 - 19 years,Graduate Degree,0
2019,Riverside,15 - 19 years,Unknown,0
2019,Riverside,20 - 24 years,Less than High School,26
2019,Riverside,20 - 24 years,High School Graduate or GED Completed,74
2019,Riverside,20 - 24 years,"Some College Credit, No 4-Year Degree",46
2019,Riverside,20 - 24 years,Bachelor's Degree,10
2019,Riverside,20 - 24 years,Graduate Degree,10
2019,Riverside,20 - 24 years,Unknown,0
2019,Riverside,25 - 29 years,Less than High School,48
2019,Riverside,25 - 29 years,High School Graduate or GED Completed,95
2019,Riverside,25 - 29 years,"Some College Credit, No 4-Year Degree",44
2019,Riverside,25 - 29 years,Bachelor's Degree,10
2019,Riverside,25 - 29 years,Graduate Degree,10
2019,Riverside,25 - 29 years,Unknown,10
2019,Riverside,30 - 34 years,Less than High School,40
2019,Riverside,30 - 34 years,High School Graduate or GED Completed,104
2019,Riverside,30 - 34 years,"Some College Credit, No 4-Year Degree",51
2019,Riverside,30 - 34 years,Bachelor's Degree,18
2019,Riverside,30 - 34 years,Graduate Degree,10
2019,Riverside,30 - 34 years,Unknown,10
2019,Riverside,35 - 39 years,Less than High School,49
2019,Riverside,35 - 39 years,High School Graduate or GED Completed,100
2019,Riverside,35 - 39 years,"Some College Credit, No 4-Year Degree",63
2019,Riverside,35 - 39 years,Bachelor's Degree,18
2019,Riverside,35 - 39 years,Graduate Degree,10
2019,Riverside,35 - 39 years,Unknown,10
2019,Riverside,40 - 44 years,Less than High School,60
2019,Riverside,40 - 44 years,High School Graduate or GED Completed,101
2019,Riverside,40 - 44 years,"Some College Credit, No 4-Year Degree",73
2019,Riverside,40 - 44 years,Bachelor's Degree,10
2019,Riverside,40 - 44 years,Graduate Degree,13
2019,Riverside,40 - 44 years,Unknown,12
2019,Riverside,45 - 49 years,Less than High School,90
2019,Riverside,45 - 49 years,High School Graduate or GED Completed,145
2019,Riverside,45 - 49 years,"Some College Credit, No 4-Year Degree",111
2019,Riverside,45 - 49 years,Bachelor's Degree,35
2019,Riverside,45 - 49 years,Graduate Degree,16
2019,Riverside,45 - 49 years,Unknown,13
2019,Riverside,50 - 54 years,Less than High School,116
2019,Riverside,50 - 54 years,High School Graduate or GED Completed,216
2019,Riverside,50 - 54 years,"Some College Credit, No 4-Year Degree",146
2019,Riverside,50 - 54 years,Bachelor's Degree,40
2019,Riverside,50 - 54 years,Graduate Degree,18
2019,Riverside,50 - 54 years,Unknown,19
2019,Riverside,55 - 59 years,Less than High School,182
2019,Riverside,55 - 59 years,High School Graduate or GED Completed,348
2019,Riverside,55 - 59 years,"Some College Credit, No 4-Year Degree",240
2019,Riverside,55 - 59 years,Bachelor's Degree,71
2019,Riverside,55 - 59 years,Graduate Degree,55
2019,Riverside,55 - 59 years,Unknown,46
2019,Riverside,60 - 64 years,Less than High School,228
2019,Riverside,60 - 64 years,High School Graduate or GED Completed,488
2019,Riverside,60 - 64 years,"Some College Credit, No 4-Year Degree",372
2019,Riverside,60 - 64 years,Bachelor's Degree,112
2019,Riverside,60 - 64 years,Graduate Degree,66
2019,Riverside,60 - 64 years,Unknown,44
2019,Riverside,65 - 69 years,Less than High School,236
2019,Riverside,65 - 69 years,High School Graduate or GED Completed,526
2019,Riverside,65 - 69 years,"Some College Credit, No 4-Year Degree",461
2019,Riverside,65 - 69 years,Bachelor's Degree,143
2019,Riverside,65 - 69 years,Graduate Degree,103
2019,Riverside,65 - 69 years,Unknown,48
2019,Riverside,70 - 74 years,Less than High School,284
2019,Riverside,70 - 74 years,High School Graduate or GED Completed,596
2019,Riverside,70 - 74 years,"Some College Credit, No 4-Year Degree",530
2019,Riverside,70 - 74 years,Bachelor's Degree,220
2019,Riverside,70 - 74 years,Graduate Degree,156
2019,Riverside,70 - 74 years,Unknown,57
2019,Riverside,75 - 79 years,Less than High School,384
2019,Riverside,75 - 79 years,High School Graduate or GED Completed,676
2019,Riverside,75 - 79 years,"Some College Credit, No 4-Year Degree",562
2019,Riverside,75 - 79 years,Bachelor's Degree,243
2019,Riverside,75 - 79 years,Graduate Degree,198
2019,Riverside,75 - 79 years,Unknown,38
2019,Riverside,80 - 84 years,Less than High School,402
2019,Riverside,80 - 84 years,High School Graduate or GED Completed,809
2019,Riverside,80 - 84 years,"Some College Credit, No 4-Year Degree",570
2019,Riverside,80 - 84 years,Bachelor's Degree,253
2019,Riverside,80 - 84 years,Graduate Degree,186
2019,Riverside,80 - 84 years,Unknown,44
2019,Riverside,85 - 89 years,Less than High School,462
2019,Riverside,85 - 89 years,High School Graduate or GED Completed,860
2019,Riverside,85 - 89 years,"Some College Credit, No 4-Year Degree",503
2019,Riverside,85 - 89 years,Bachelor's Degree,287
2019,Riverside,85 - 89 years,Graduate Degree,180
2019,Riverside,85 - 89 years,Unknown,42
2019,Riverside,90 - 94 years,Less than High School,423
2019,Riverside,90 - 94 years,High School Graduate or GED Completed,704
2019,Riverside,90 - 94 years,"Some College Credit, No 4-Year Degree",385
2019,Riverside,90 - 94 years,Bachelor's Degree,207
2019,Riverside,90 - 94 years,Graduate Degree,131
2019,Riverside,90 - 94 years,Unknown,26
2019,Riverside,95 - 99 years,Less than High School,170
2019,Riverside,95 - 99 years,High School Graduate or GED Completed,297
2019,Riverside,95 - 99 years,"Some College Credit, No 4-Year Degree",159
2019,Riverside,95 - 99 years,Bachelor's Degree,102
2019,Riverside,95 - 99 years,Graduate Degree,61
2019,Riverside,95 - 99 years,Unknown,11
2019,Riverside,100 years and over,Less than High School,47
2019,Riverside,100 years and over,High School Graduate or GED Completed,63
2019,Riverside,100 years and over,"Some College Credit, No 4-Year Degree",30
2019,Riverside,100 years and over,Bachelor's Degree,15
2019,Riverside,100 years and over,Graduate Degree,13
2019,Riverside,100 years and over,Unknown,10
2019,Sacramento,Less than 1 year,Less than High School,101
2019,Sacramento,Less than 1 year,High School Graduate or GED Completed,0
2019,Sacramento,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2019,Sacramento,Less than 1 year,Bachelor's Degree,0
2019,Sacramento,Less than 1 year,Graduate Degree,0
2019,Sacramento,Less than 1 year,Unknown,0
2019,Sacramento,1 - 4 years,Less than High School,17
2019,Sacramento,1 - 4 years,High School Graduate or GED Completed,0
2019,Sacramento,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2019,Sacramento,1 - 4 years,Bachelor's Degree,0
2019,Sacramento,1 - 4 years,Graduate Degree,0
2019,Sacramento,1 - 4 years,Unknown,0
2019,Sacramento,5 - 9 years,Less than High School,10
2019,Sacramento,5 - 9 years,High School Graduate or GED Completed,0
2019,Sacramento,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2019,Sacramento,5 - 9 years,Bachelor's Degree,0
2019,Sacramento,5 - 9 years,Graduate Degree,0
2019,Sacramento,5 - 9 years,Unknown,0
2019,Sacramento,10 - 14 years,Less than High School,14
2019,Sacramento,10 - 14 years,High School Graduate or GED Completed,0
2019,Sacramento,10 - 14 years,"Some College Credit, No 4-Year Degree",0
2019,Sacramento,10 - 14 years,Bachelor's Degree,0
2019,Sacramento,10 - 14 years,Graduate Degree,0
2019,Sacramento,10 - 14 years,Unknown,0
2019,Sacramento,15 - 19 years,Less than High School,24
2019,Sacramento,15 - 19 years,High School Graduate or GED Completed,10
2019,Sacramento,15 - 19 years,"Some College Credit, No 4-Year Degree",10
2019,Sacramento,15 - 19 years,Bachelor's Degree,0
2019,Sacramento,15 - 19 years,Graduate Degree,0
2019,Sacramento,15 - 19 years,Unknown,0
2019,Sacramento,20 - 24 years,Less than High School,12
2019,Sacramento,20 - 24 years,High School Graduate or GED Completed,42
2019,Sacramento,20 - 24 years,"Some College Credit, No 4-Year Degree",28
2019,Sacramento,20 - 24 years,Bachelor's Degree,10
2019,Sacramento,20 - 24 years,Graduate Degree,0
2019,Sacramento,20 - 24 years,Unknown,0
2019,Sacramento,25 - 29 years,Less than High School,19
2019,Sacramento,25 - 29 years,High School Graduate or GED Completed,52
2019,Sacramento,25 - 29 years,"Some College Credit, No 4-Year Degree",35
2019,Sacramento,25 - 29 years,Bachelor's Degree,13
2019,Sacramento,25 - 29 years,Graduate Degree,10
2019,Sacramento,25 - 29 years,Unknown,10
2019,Sacramento,30 - 34 years,Less than High School,27
2019,Sacramento,30 - 34 years,High School Graduate or GED Completed,64
2019,Sacramento,30 - 34 years,"Some College Credit, No 4-Year Degree",43
2019,Sacramento,30 - 34 years,Bachelor's Degree,13
2019,Sacramento,30 - 34 years,Graduate Degree,10
2019,Sacramento,30 - 34 years,Unknown,0
2019,Sacramento,35 - 39 years,Less than High School,38
2019,Sacramento,35 - 39 years,High School Graduate or GED Completed,85
2019,Sacramento,35 - 39 years,"Some College Credit, No 4-Year Degree",58
2019,Sacramento,35 - 39 years,Bachelor's Degree,10
2019,Sacramento,35 - 39 years,Graduate Degree,10
2019,Sacramento,35 - 39 years,Unknown,10
2019,Sacramento,40 - 44 years,Less than High School,35
2019,Sacramento,40 - 44 years,High School Graduate or GED Completed,79
2019,Sacramento,40 - 44 years,"Some College Credit, No 4-Year Degree",61
2019,Sacramento,40 - 44 years,Bachelor's Degree,21
2019,Sacramento,40 - 44 years,Graduate Degree,12
2019,Sacramento,40 - 44 years,Unknown,10
2019,Sacramento,45 - 49 years,Less than High School,43
2019,Sacramento,45 - 49 years,High School Graduate or GED Completed,125
2019,Sacramento,45 - 49 years,"Some College Credit, No 4-Year Degree",74
2019,Sacramento,45 - 49 years,Bachelor's Degree,25
2019,Sacramento,45 - 49 years,Graduate Degree,13
2019,Sacramento,45 - 49 years,Unknown,10
2019,Sacramento,50 - 54 years,Less than High School,80
2019,Sacramento,50 - 54 years,High School Graduate or GED Completed,169
2019,Sacramento,50 - 54 years,"Some College Credit, No 4-Year Degree",95
2019,Sacramento,50 - 54 years,Bachelor's Degree,41
2019,Sacramento,50 - 54 years,Graduate Degree,15
2019,Sacramento,50 - 54 years,Unknown,19
2019,Sacramento,55 - 59 years,Less than High School,81
2019,Sacramento,55 - 59 years,High School Graduate or GED Completed,294
2019,Sacramento,55 - 59 years,"Some College Credit, No 4-Year Degree",197
2019,Sacramento,55 - 59 years,Bachelor's Degree,60
2019,Sacramento,55 - 59 years,Graduate Degree,26
2019,Sacramento,55 - 59 years,Unknown,29
2019,Sacramento,60 - 64 years,Less than High School,103
2019,Sacramento,60 - 64 years,High School Graduate or GED Completed,394
2019,Sacramento,60 - 64 years,"Some College Credit, No 4-Year Degree",272
2019,Sacramento,60 - 64 years,Bachelor's Degree,99
2019,Sacramento,60 - 64 years,Graduate Degree,48
2019,Sacramento,60 - 64 years,Unknown,41
2019,Sacramento,65 - 69 years,Less than High School,130
2019,Sacramento,65 - 69 years,High School Graduate or GED Completed,398
2019,Sacramento,65 - 69 years,"Some College Credit, No 4-Year Degree",359
2019,Sacramento,65 - 69 years,Bachelor's Degree,118
2019,Sacramento,65 - 69 years,Graduate Degree,61
2019,Sacramento,65 - 69 years,Unknown,45
2019,Sacramento,70 - 74 years,Less than High School,144
2019,Sacramento,70 - 74 years,High School Graduate or GED Completed,435
2019,Sacramento,70 - 74 years,"Some College Credit, No 4-Year Degree",343
2019,Sacramento,70 - 74 years,Bachelor's Degree,162
2019,Sacramento,70 - 74 years,Graduate Degree,103
2019,Sacramento,70 - 74 years,Unknown,33
2019,Sacramento,75 - 79 years,Less than High School,177
2019,Sacramento,75 - 79 years,High School Graduate or GED Completed,431
2019,Sacramento,75 - 79 years,"Some College Credit, No 4-Year Degree",328
2019,Sacramento,75 - 79 years,Bachelor's Degree,179
2019,Sacramento,75 - 79 years,Graduate Degree,101
2019,Sacramento,75 - 79 years,Unknown,34
2019,Sacramento,80 - 84 years,Less than High School,197
2019,Sacramento,80 - 84 years,High School Graduate or GED Completed,530
2019,Sacramento,80 - 84 years,"Some College Credit, No 4-Year Degree",342
2019,Sacramento,80 - 84 years,Bachelor's Degree,195
2019,Sacramento,80 - 84 years,Graduate Degree,148
2019,Sacramento,80 - 84 years,Unknown,27
2019,Sacramento,85 - 89 years,Less than High School,214
2019,Sacramento,85 - 89 years,High School Graduate or GED Completed,549
2019,Sacramento,85 - 89 years,"Some College Credit, No 4-Year Degree",365
2019,Sacramento,85 - 89 years,Bachelor's Degree,221
2019,Sacramento,85 - 89 years,Graduate Degree,138
2019,Sacramento,85 - 89 years,Unknown,16
2019,Sacramento,90 - 94 years,Less than High School,214
2019,Sacramento,90 - 94 years,High School Graduate or GED Completed,505
2019,Sacramento,90 - 94 years,"Some College Credit, No 4-Year Degree",260
2019,Sacramento,90 - 94 years,Bachelor's Degree,184
2019,Sacramento,90 - 94 years,Graduate Degree,119
2019,Sacramento,90 - 94 years,Unknown,12
2019,Sacramento,95 - 99 years,Less than High School,113
2019,Sacramento,95 - 99 years,High School Graduate or GED Completed,276
2019,Sacramento,95 - 99 years,"Some College Credit, No 4-Year Degree",142
2019,Sacramento,95 - 99 years,Bachelor's Degree,82
2019,Sacramento,95 - 99 years,Graduate Degree,45
2019,Sacramento,95 - 99 years,Unknown,10
2019,Sacramento,100 years and over,Less than High School,36
2019,Sacramento,100 years and over,High School Graduate or GED Completed,50
2019,Sacramento,100 years and over,"Some College Credit, No 4-Year Degree",25
2019,Sacramento,100 years and over,Bachelor's Degree,13
2019,Sacramento,100 years and over,Graduate Degree,10
2019,Sacramento,100 years and over,Unknown,10
2019,San Benito,Less than 1 year,Less than High School,10
2019,San Benito,Less than 1 year,High School Graduate or GED Completed,0
2019,San Benito,Less than 1 year,"Some College Credit, No 4-Year Degree",0
2019,San Benito,Less than 1 year,Bachelor's Degree,0
2019,San Benito,Less than 1 year,Graduate Degree,0
2019,San Benito,Less than 1 year,Unknown,0
2019,San Benito,1 - 4 years,Less than High School,10
2019,San Benito,1 - 4 years,High School Graduate or GED Completed,0
2019,San Benito,1 - 4 years,"Some College Credit, No 4-Year Degree",0
2019,San Benito,1 - 4 years,Bachelor's Degree,0
2019,San Benito,1 - 4 years,Graduate Degree,0
2019,San Benito,1 - 4 years,Unknown,0
2019,San Benito,5 - 9 years,Less than High School,0
2019,San Benito,5 - 9 years,High School Graduate or GED Completed,0
2019,San Benito,5 - 9 years,"Some College Credit, No 4-Year Degree",0
2019,San Benito,5 - 9 years,Bachelor's Degree,0
2019,San Benito,5 - 9 years,Graduate Degree,0
